proper,con,dist,mag,absmag,ci
,Cep,389.1,6.66,-1.29,1.285
,Ind,384.6,7.9,-0.02,1.011
,Cap,57.4,8.22,4.43,0.856
,Aqr,326.8,8.4,0.83,1.104
,Aqr,45.1,8.61,5.34,0.673
,Mic,112.4,9.45,4.2,0.694
,Cep,116.4,9.49,4.16,0.623
,Vul,190.8,10.3,3.9,0.507
,Cap,164.2,6.26,0.18,-0.11
,Cyg,454.5,8.91,0.62,1.154
,Cap,210.1,9.26,2.65,0.987
,Cep,288.2,8.03,0.73,1.7
,Ind,40.7,8.33,5.28,0.829
,Pav,211.4,6.88,0.25,1.433
,Pav,625.0,8.61,-0.37,1.453
,Equ,537.6,8.48,-0.17,1.407
,Cyg,450.5,6.76,-1.51,0.793
,Cap,61.5,9.19,5.24,0.697
,Aqr,150.8,11.7,5.81,0.987
,Cep,313.5,7.99,0.51,0.133
,Del,401.6,9.02,1.0,1.25
,Mic,158.2,9.71,3.71,0.311
,Vul,184.8,8.61,2.28,0.317
,Cyg,434.8,4.74,-3.45,-0.084
,Cyg,490.2,6.8,-1.65,1.367
,Cep,540.5,9.61,0.95,0.495
,Del,48.1,6.62,3.21,0.376
,Ind,30.2,11.67,9.27,1.437
,Equ,196.5,8.75,2.28,0.513
,Cyg,218.8,9.07,2.37,0.388
,Aqr,87.7,6.61,1.9,0.177
,Cyg,41.0,6.58,3.52,0.584
,Vul,307.7,8.96,1.52,0.6
,Ind,194.9,8.73,2.28,0.443
,Del,158.7,7.12,1.12,1.048
,Cyg,283.3,6.85,-0.41,1.638
,Mic,40.3,6.1,3.08,0.4
,Ind,220.8,9.62,2.9,0.609
,Cyg,116.3,7.73,2.4,0.323
,Equ,421.9,9.84,1.71,1.255
,Cep,25.8,9.32,7.26,1.12
,Mic,581.4,9.05,0.23,1.347
,Equ,75.8,5.98,1.58,0.283
,Mic,110.6,9.2,3.98,0.507
,Cyg,15.3,10.12,9.2,1.52
,Pav,39.6,6.86,3.87,0.627
,Cyg,159.0,7.3,1.29,0.01
,Aqr,72.2,7.49,3.2,0.442
,Del,73.2,7.28,2.96,0.422
,Ind,168.6,9.85,3.72,0.946
,Mic,254.5,8.31,1.28,1.083
,Cap,369.0,8.95,1.12,0.39
,Aqr,483.1,8.19,-0.23,1.484
,Cyg,326.8,9.3,1.73,0.28
,Cyg,917.4,9.24,-0.57,1.668
,Mic,105.0,9.62,4.51,0.695
,Cep,215.5,7.68,1.01,1.024
,Cap,188.0,7.93,1.56,1.147
,Aqr,102.6,7.93,2.88,0.385
,Aqr,143.9,10.3,4.51,0.797
,Ind,28.0,5.76,3.52,0.48
,Cep,274.7,8.26,1.07,1.234
,Ind,854.7,9.29,-0.37,1.062
,Del,160.5,5.69,-0.34,1.588
,Aqr,177.6,8.24,1.99,0.337
,Del,40.5,9.78,6.74,1.073
,Oct,238.1,7.24,0.36,1.397
,Ind,763.4,9.16,-0.25,1.191
,Aqr,121.4,6.53,1.11,0.056
,Aqr,27.2,6.21,4.04,0.635
,Cyg,515.5,8.44,-0.12,1.673
,Mic,279.3,9.48,2.25,0.236
,Cep,318.5,8.99,1.48,0.43
,Mic,61.8,6.7,2.74,0.981
,Aqr,129.4,8.3,2.74,0.368
,Mic,127.2,8.55,3.03,0.7
,Del,251.9,7.76,0.75,0.909
,Cyg,70.3,9.62,5.39,0.751
,Del,57.2,8.05,4.26,0.707
,Ind,232.0,6.26,-0.57,1.563
,Cyg,154.3,8.49,2.55,0.74
,Equ,320.5,7.66,0.13,0.038
,Ind,160.3,9.64,3.62,0.526
,Cap,277.8,8.69,1.47,1.09
,Del,253.2,8.52,1.5,1.041
,Aqr,34.4,8.02,5.34,0.747
,Cyg,341.3,7.24,-0.43,-0.109
,Mic,826.4,9.04,-0.55,1.736
,Cep,92.3,10.2,5.37,0.831
,Cap,160.5,6.07,0.04,1.267
,Cyg,381.7,8.57,0.66,0.127
,Mic,121.4,6.64,1.22,1.057
,Cyg,268.8,8.1,0.95,0.993
,Cyg,280.1,9.45,2.21,0.336
,Vul,409.8,8.46,0.4,1.144
,Del,271.7,8.24,1.07,1.536
,Mic,49.9,10.04,6.55,1.043
,Mic,252.5,9.1,2.09,1.349
,Cap,336.7,8.55,0.91,0.421
,Mic,38.7,11.1,8.16,1.217
,Mic,82.4,10.12,5.54,0.545
,Cyg,414.9,9.13,1.04,0.462
,Aqr,507.6,8.84,0.31,0.907
,Cyg,223.2,9.85,3.11,0.692
,Equ,699.3,9.92,0.7,1.236
,Aqr,152.2,9.75,3.84,0.893
,Mic,186.2,7.09,0.74,0.153
,Pav,335.6,9.9,2.27,0.395
,Mic,101.4,9.37,4.34,0.665
,Aqr,202.0,8.43,1.9,1.039
,Cyg,510.2,8.58,0.04,0.042
,Mic,134.2,8.16,2.52,0.324
,Vul,694.4,9.23,0.02,0.15
,Aqr,213.2,6.55,-0.09,0.852
,Aqr,352.1,7.9,0.17,1.516
,Equ,167.2,7.69,1.57,0.398
,Cyg,245.7,7.77,0.82,1.096
,Cyg,467.3,5.38,-2.97,-0.206
,Ind,392.2,8.71,0.74,1.054
,Cyg,191.9,6.01,-0.41,0.994
,Mic,46.5,7.68,4.34,0.62
,Cyg,235.3,7.7,0.84,-0.102
,Cap,97.4,8.2,3.26,0.415
,Mic,70.2,4.67,0.44,0.89
,Equ,287.4,8.74,1.45,-0.001
,Mic,529.1,9.13,0.51,1.459
,Ind,133.2,9.9,4.28,0.677
,Aqr,318.5,7.16,-0.36,1.519
,Ind,85.7,7.7,3.04,0.51
,Aqr,254.5,7.95,0.92,0.815
,Oct,194.6,8.35,1.9,0.276
,Oct,192.7,10.08,3.66,0.492
,Cap,448.4,7.81,-0.45,1.591
,Mic,152.0,6.86,0.95,0.16
,Cyg,53.8,7.14,3.49,0.503
,Ind,625.0,10.0,1.02,0.527
,Cap,349.7,9.0,1.28,0.68
,Cyg,709.2,8.98,-0.27,0.021
,Pav,79.7,6.36,1.85,0.101
,Cep,50.9,8.65,5.12,0.717
,Vul,242.1,8.69,1.77,0.339
,Cep,156.7,8.24,2.26,0.5
,Mic,518.1,7.62,-0.95,0.884
,Vul,526.3,9.86,1.25,0.035
,Cap,420.2,8.2,0.08,1.329
,Cep,529.1,7.34,-1.28,0.306
,Vul,291.5,8.84,1.52,1.183
,Cep,294.1,8.15,0.81,1.203
,Aqr,35.5,10.83,8.08,1.407
,Cyg,67.8,7.93,3.77,0.529
,Mic,20.3,9.37,7.83,1.239
,Aqr,294.1,7.24,-0.1,1.444
,Vul,81.0,7.76,3.22,0.493
,Aqr,454.5,8.97,0.68,1.53
,Cep,387.6,9.11,1.17,0.536
,Cap,138.5,8.51,2.8,0.661
,Ind,350.9,9.53,1.8,0.378
,Cyg,392.2,7.98,0.01,-0.11
,Mic,79.2,11.02,6.52,0.988
,Cap,92.9,6.04,1.2,0.073
,Equ,195.7,9.45,2.99,0.264
,Cyg,70.1,6.76,2.53,0.315
,Mic,308.6,10.31,2.86,0.263
,Equ,197.2,7.91,1.44,0.073
,Cyg,249.4,7.46,0.48,0.402
,Mic,252.5,7.12,0.11,1.387
,Vul,49.9,7.64,4.15,0.708
,Aqr,110.6,8.76,3.54,0.425
,Cap,38.9,9.62,6.67,1.055
,Cyg,238.1,8.5,1.62,1.2
,Aqr,892.9,10.2,0.45,1.53
,Vul,411.5,7.82,-0.25,0.687
,Cep,234.7,7.19,0.34,-0.068
,Cep,311.5,6.7,-0.77,-0.112
,Cyg,191.2,7.88,1.47,0.187
,Mic,195.7,7.99,1.53,1.508
,Cyg,145.8,7.79,1.97,0.063
,Pav,158.5,8.67,2.67,0.326
,Del,371.7,7.94,0.09,0.011
,Cyg,448.4,7.99,-0.27,1.12
,Aqr,14.4,11.23,10.44,1.527
,Aqr,147.3,7.02,1.18,0.454
,Cyg,735.3,8.28,-1.05,0.04
,Pav,353.4,8.75,1.01,0.463
,Equ,138.1,7.85,2.15,0.3
,Ind,192.7,8.82,2.4,0.42
,Aqr,699.3,8.69,-0.53,0.969
,Cep,699.3,9.48,0.26,0.293
,Cap,271.7,8.97,1.8,0.986
,Cyg,316.5,8.72,1.22,1.33
,Cep,282.5,5.83,-1.42,-0.058
,Ind,361.0,9.79,2.0,0.558
,Del,55.4,9.06,5.34,0.666
,Equ,81.0,6.72,2.18,0.5
,Mic,82.2,6.64,2.06,0.663
,Cyg,184.2,7.98,1.65,0.101
,Vul,357.1,9.47,1.71,0.294
,Cyg,79.5,7.81,3.31,0.486
,Mic,82.2,6.9,2.33,0.959
,Ind,29.5,9.36,7.01,1.046
,Vul,970.9,8.68,-1.26,1.519
,Cyg,223.7,6.5,-0.25,1.51
,Vul,485.4,7.42,-1.01,0.016
,Cyg,44.4,7.72,4.48,0.748
,Cap,210.1,7.85,1.24,0.221
,Cyg,295.9,8.66,1.3,0.02
,Cyg,299.4,6.18,-1.2,1.687
,Cyg,344.8,7.92,0.23,0.033
,Mic,156.2,10.14,4.17,0.514
,Mic,106.0,9.85,4.72,0.509
,Mic,41.2,10.4,7.32,1.158
,Vul,52.0,7.33,3.75,0.614
,Aqr,371.7,7.13,-0.72,1.507
,Equ,230.9,8.64,1.82,1.283
,Mic,67.3,5.93,1.79,1.106
,Cyg,381.7,9.0,1.09,-0.052
,Aqr,401.6,7.64,-0.38,1.384
,Cep,271.7,9.19,2.02,0.149
,Pav,485.4,8.11,-0.32,1.487
,Vul,135.7,7.92,2.26,1.076
,Cap,100.2,8.29,3.29,0.844
,Cyg,178.9,8.46,2.2,0.324
,Aqr,335.6,9.4,1.77,0.422
,Cap,193.4,7.79,1.36,0.908
,Cyg,209.6,8.53,1.92,0.6
,Vul,99.3,7.76,2.78,0.571
,Cyg,331.1,6.86,-0.74,1.683
,Aqr,370.4,6.55,-1.29,1.521
,Vul,73.6,8.06,3.72,0.593
,Mic,228.3,8.79,2.0,0.45
,Pav,78.6,8.81,4.33,0.613
,Ind,44.5,9.07,5.83,1.027
,Cyg,636.9,8.59,-0.43,-0.032
,Equ,211.0,7.24,0.62,0.177
,Cyg,19.5,7.69,6.24,0.97
,Mic,54.9,9.73,6.03,0.911
,Vul,249.4,7.19,0.21,1.7
,Equ,165.6,6.62,0.52,1.077
,Cyg,383.1,8.74,0.82,0.019
,Cap,190.1,6.96,0.56,1.278
,Ind,377.4,8.74,0.86,1.374
,Pav,42.4,11.04,7.9,1.19
,Equ,135.9,8.09,2.42,0.392
,Vul,312.5,7.53,0.06,-0.048
,Cyg,400.0,6.5,-1.51,-0.124
,Cyg,591.7,8.12,-0.74,0.03
,Cyg,746.3,8.57,-0.79,1.464
,Vul,249.4,7.85,0.87,0.187
,Cep,239.2,8.13,1.24,1.319
,Cyg,549.5,6.92,-1.78,1.409
,Cyg,154.8,7.73,1.78,0.935
,Del,210.1,8.15,1.54,0.015
,Cyg,877.2,9.46,-0.26,0.018
,Mic,301.2,7.01,-0.38,0.102
,Aqr,99.2,8.22,3.24,0.418
,Mic,35.4,5.32,2.58,0.424
,Mic,93.2,8.29,3.44,0.544
,Mic,215.5,9.69,3.02,0.566
,Ind,104.7,9.09,3.99,0.552
,Pav,757.6,8.8,-0.6,1.527
,Cyg,193.4,8.51,2.08,1.122
,Cyg,150.2,8.19,2.31,0.484
,Aqr,500.0,6.5,-2.0,-0.094
,Del,423.7,7.68,-0.46,0.939
,Del,245.7,6.33,-0.62,1.68
,Aqr,70.8,6.24,1.99,0.479
,Aqr,271.0,7.16,-0.0,1.271
,Cyg,220.3,6.1,-0.62,1.011
,Cyg,50.8,9.15,5.62,0.68
,Cap,46.7,8.55,5.2,0.632
,Cyg,129.9,10.2,4.63,0.637
,Ind,81.4,7.88,3.33,0.894
,Aqr,225.2,7.34,0.58,0.401
,Aqr,237.0,8.43,1.56,0.018
,Vul,154.1,8.25,2.31,0.17
,Mic,292.4,6.25,-1.08,0.945
,Aqr,185.5,9.09,2.75,0.507
,Cyg,347.2,8.46,0.76,0.008
,Cyg,283.3,7.99,0.73,1.129
,Ind,134.6,9.0,3.36,0.534
,Cep,180.8,8.06,1.77,0.315
,Pav,226.8,9.35,2.57,0.368
,Ind,12.7,12.88,12.36,1.653
,Pav,156.7,9.85,3.87,0.458
,Mic,653.6,10.05,0.97,0.44
,Equ,50.7,10.27,6.75,0.98
,Mic,173.3,9.69,3.5,0.528
,Cyg,621.1,8.1,-0.87,-0.11
,Cap,191.9,7.7,1.28,0.253
,Pav,83.5,8.31,3.7,0.53
,Cyg,248.8,8.28,1.3,0.215
,Vul,406.5,7.07,-0.98,1.802
,Mic,85.5,9.7,5.04,0.628
,Cap,296.7,7.44,0.08,1.147
,Cap,285.7,8.88,1.6,0.027
,Del,115.1,10.25,4.94,0.625
,Equ,185.2,8.05,1.71,0.167
,Pav,252.5,8.74,1.73,1.086
,Aqr,89.6,7.77,3.01,0.398
,Cap,346.0,8.46,0.76,1.282
,Aqr,259.7,7.68,0.61,1.0
,Cyg,111.9,6.37,1.13,0.986
,Aqr,47.4,6.91,3.53,0.423
,Aqr,234.2,6.99,0.14,0.967
,Cyg,197.2,6.96,0.48,0.98
,Vul,317.5,7.16,-0.35,1.389
,Ind,458.7,7.46,-0.85,1.582
,Ind,141.6,9.64,3.88,0.542
,Mic,206.2,10.91,4.34,0.408
,Cep,236.4,6.94,0.07,0.276
,Cep,202.0,9.65,3.12,0.57
,Mic,89.2,9.28,4.53,0.681
,Aqr,349.7,7.99,0.27,-0.057
,Vul,44.4,9.48,6.24,0.894
,Del,473.9,8.68,0.3,1.437
,Cyg,250.0,7.87,0.88,-0.06
,Cyg,271.7,8.52,1.35,0.311
,Aqr,138.3,8.99,3.29,0.567
,Cep,187.6,7.79,1.42,0.069
,Cyg,80.0,6.32,1.8,0.259
,Equ,148.1,9.31,3.46,0.507
,Mic,251.9,8.74,1.73,0.01
,Cyg,297.6,9.12,1.75,0.295
,Pav,53.4,7.64,4.0,0.546
,Pav,595.2,7.67,-1.2,0.834
,Cyg,119.9,7.74,2.35,0.407
,Cyg,114.3,5.93,0.64,1.001
,Cap,91.8,7.88,3.06,0.476
,Mic,242.1,7.9,0.98,1.014
,Mic,240.4,9.05,2.14,0.504
,Cap,380.2,8.72,0.82,0.68
,Cep,425.5,8.67,0.52,1.972
,Pav,89.6,8.98,4.22,0.638
,Cyg,96.3,6.34,1.42,0.39
,Pav,833.3,9.22,-0.38,1.485
,Cyg,813.0,7.14,-2.41,0.554
,Cap,145.3,8.49,2.68,0.462
,Cyg,671.1,7.79,-1.34,0.016
,Equ,180.2,10.0,3.72,0.53
,Del,250.6,7.9,0.9,0.8
,Cyg,420.2,8.19,0.07,0.32
,Aqr,45.2,10.49,7.21,0.959
,Cyg,381.7,7.81,-0.1,1.015
,Cep,296.7,8.73,1.37,1.151
,Mic,136.2,10.32,4.65,0.768
,Cap,162.1,7.47,1.42,0.453
,Ind,132.5,10.74,5.13,0.77
,Pav,82.5,8.83,4.25,0.526
,Del,165.3,7.86,1.77,0.167
,Cyg,666.7,8.13,-0.99,1.602
,Aqr,153.8,5.53,-0.4,0.683
,Pav,270.3,8.24,1.08,1.19
,Equ,65.7,8.39,4.3,0.65
,Cep,130.0,7.34,1.77,0.389
,Ind,143.9,9.84,4.05,0.746
,Mic,77.6,8.94,4.49,0.509
,Equ,51.9,7.31,3.73,0.547
,Ind,266.7,6.98,-0.15,1.18
,Del,367.6,7.93,0.1,1.619
,Mic,112.6,8.63,3.37,0.588
,Mic,175.7,9.25,3.03,0.551
,Vul,952.4,9.16,-0.73,1.123
,Mic,77.7,8.35,3.9,0.578
,Cap,116.6,8.22,2.89,0.352
,Ind,263.9,6.59,-0.52,1.387
,Ind,282.5,8.56,1.3,0.927
,Pav,340.1,8.69,1.03,1.178
,Mic,73.0,11.39,7.07,1.132
,Ind,56.6,10.12,6.36,1.089
,Equ,502.5,9.29,0.78,1.125
,Equ,512.8,11.13,2.58,1.57
,Del,317.5,8.3,0.79,0.251
,Cyg,657.9,8.61,-0.48,0.106
,Cyg,387.6,8.34,0.4,0.962
,Equ,952.4,10.94,1.05,1.63
,Mic,257.1,9.33,2.28,0.88
,Mic,392.2,8.27,0.3,1.017
,Cyg,138.9,8.43,2.72,0.385
,Vul,952.4,10.36,0.47,1.5
,Mic,206.2,7.33,0.76,1.361
,Ind,153.1,8.19,2.26,0.384
,Oct,216.0,8.28,1.61,1.1
,Cap,49.5,4.82,1.35,0.169
,Cep,299.4,8.37,0.99,0.132
,Cep,502.5,10.02,1.51,0.388
,Cap,238.1,8.43,1.55,0.252
,Mic,77.8,9.33,4.88,0.68
,Equ,195.3,9.49,3.04,0.888
,Ind,57.9,7.06,3.25,0.582
,Mic,65.2,9.82,5.75,0.783
,Equ,317.5,8.09,0.58,0.5
,Cyg,263.9,7.99,0.88,0.43
,Mic,46.7,12.03,8.68,1.439
,Ind,268.1,7.35,0.21,0.193
,Equ,235.8,5.63,-1.23,1.65
,Cyg,227.8,7.59,0.8,-0.042
,Cyg,272.5,8.27,1.09,0.056
,Cep,68.3,7.29,3.12,0.456
,Equ,202.0,7.71,1.18,1.011
,Ind,168.4,7.25,1.12,1.129
,Pav,565.0,7.45,-1.31,1.653
,Cep,304.0,8.2,0.79,0.271
,Cyg,229.4,8.61,1.81,1.078
,Cyg,558.7,8.8,0.06,1.079
,Equ,151.1,6.41,0.51,1.051
,Cyg,757.6,8.28,-1.12,0.061
,Oct,43.5,5.13,1.94,0.49
,Cyg,684.9,8.05,-1.13,0.13
,Aqr,52.3,8.34,4.75,0.639
,Aqr,121.1,6.34,0.92,0.965
,Ind,315.5,9.64,2.14,0.412
,Cyg,561.8,8.36,-0.39,1.165
,Cep,141.4,8.03,2.28,0.268
,Equ,130.7,7.66,2.08,0.411
,Cyg,157.2,8.77,2.79,0.85
,Cep,505.1,8.31,-0.21,0.214
,Cep,434.8,9.77,1.58,0.358
,Cap,653.6,9.64,0.56,1.411
,Del,90.2,7.65,2.88,0.396
,Pav,175.7,8.46,2.24,0.181
,Cap,19.2,11.45,10.04,1.443
,Cyg,258.4,3.72,-3.34,1.609
,Cyg,262.5,8.51,1.42,0.02
,Mic,139.3,10.12,4.4,0.571
,Cap,145.6,9.76,3.94,0.65
,Cyg,277.8,7.35,0.13,0.254
,Pav,82.8,9.12,4.53,0.649
,Del,128.7,8.66,3.11,1.102
,Cyg,724.6,9.6,0.3,0.106
,Cap,268.1,9.58,2.44,1.5
,Pav,208.3,9.44,2.85,0.533
,Mic,56.5,7.72,3.96,0.606
,Ind,183.5,8.98,2.66,1.184
,Del,581.4,7.39,-1.43,0.111
,Cyg,198.0,9.04,2.56,0.325
,Equ,50.4,7.97,4.46,0.654
,Cep,67.6,8.73,4.58,0.51
,Mic,104.4,7.01,1.92,1.104
,Del,69.6,11.61,7.4,1.244
,Equ,265.3,10.91,3.79,1.46
,Vul,448.4,8.18,-0.08,0.045
,Mic,162.1,7.98,1.93,0.216
,Cyg,735.3,8.45,-0.88,1.006
,Pav,104.1,9.22,4.13,0.622
,Cyg,112.4,8.82,3.57,0.46
,Ind,112.1,5.17,-0.08,1.201
,Vul,473.9,7.55,-0.83,1.335
,Del,293.3,9.55,2.21,0.262
,Cep,152.7,8.84,2.92,0.417
,Cyg,301.2,8.03,0.64,0.039
,Aqr,120.3,7.78,2.38,0.385
,Equ,163.7,8.02,1.95,0.399
,Equ,15.1,8.27,7.38,1.119
,Vul,91.3,8.59,3.79,0.672
,Ind,119.9,8.22,2.83,0.419
,Cep,699.3,10.5,1.28,1.222
,Del,43.8,10.51,7.3,1.15
,Oct,277.8,7.92,0.7,1.06
,Mic,381.7,8.73,0.82,1.067
,Pav,295.0,8.55,1.2,1.028
,Equ,48.9,5.94,2.49,0.538
,Cyg,248.1,7.96,0.99,0.027
,Mic,163.9,9.19,3.12,0.509
,Cyg,456.6,8.58,0.28,0.127
,Cep,123.5,5.91,0.45,-0.065
,Cyg,401.6,8.0,-0.02,1.507
,Cyg,335.6,8.23,0.6,0.078
,Ind,32.8,9.42,6.84,1.04
,Vul,595.2,8.2,-0.67,0.0
,Aqr,374.5,7.15,-0.72,1.543
,Mic,194.9,7.2,0.75,0.94
,Cep,235.3,7.81,0.95,0.09
,Cep,290.7,9.41,2.09,0.259
,Ind,150.4,9.27,3.38,0.601
,Cyg,662.3,7.57,-1.54,1.786
,Cyg,404.9,9.56,1.52,0.02
,Ind,96.8,9.34,4.41,0.674
,Del,769.2,8.22,-1.21,1.47
,Mic,520.8,8.87,0.29,1.396
,Cap,505.1,8.0,-0.52,0.921
,Aqr,333.3,8.13,0.52,0.97
,Vul,45.5,10.75,7.46,1.05
,Mic,170.1,6.94,0.79,1.094
,Cyg,317.5,8.99,1.48,-0.096
,Cyg,247.5,7.43,0.46,-0.05
,Del,49.7,6.64,3.16,0.476
,Ind,198.4,8.27,1.78,0.506
,Cyg,198.0,8.53,2.05,1.471
,Vul,115.1,8.27,2.96,0.46
,Aqr,128.4,8.51,2.97,0.5
,Cyg,523.6,8.15,-0.44,0.18
,Vul,401.6,8.62,0.6,0.107
,Vul,223.7,6.83,0.08,0.047
,Cyg,628.9,7.58,-1.41,0.05
,Equ,25.0,12.13,10.14,1.548
,Aqr,68.2,10.4,6.23,0.868
,Cap,49.7,4.08,0.6,-0.01
,Cyg,207.0,8.52,1.94,0.01
,Vul,124.1,7.61,2.14,0.338
,Pav,395.3,8.9,0.92,0.911
,Cep,384.6,8.87,0.94,0.231
,Cyg,380.2,8.96,1.06,1.483
,Mic,136.6,10.78,5.1,0.538
,Cep,322.6,6.88,-0.66,1.448
,Cep,304.0,8.78,1.37,1.118
,Mic,92.4,5.69,0.86,1.047
,Cep,132.5,9.28,3.67,0.48
,Ind,266.0,8.0,0.88,1.138
,Pav,182.8,9.84,3.53,0.71
,Ind,64.0,8.15,4.12,0.631
,Ind,241.0,8.75,1.84,0.43
,Vul,158.0,8.9,2.91,0.526
,Ind,135.7,8.44,2.78,0.497
,Mic,146.8,9.63,3.8,0.558
,Aqr,103.8,9.14,4.06,0.559
,Cyg,89.0,9.57,4.82,0.743
,Cyg,621.1,8.45,-0.52,1.043
,Mic,219.8,8.41,1.7,1.216
,Cap,133.2,11.63,6.01,0.994
,Vul,265.3,9.68,2.56,0.551
,Ind,72.7,7.26,2.95,0.616
,Equ,57.5,7.73,3.93,0.495
,Aqr,434.8,8.65,0.46,0.255
,Vul,248.8,9.01,2.03,-0.013
,Aqr,497.5,10.05,1.57,0.172
,Mic,193.1,7.67,1.24,0.374
,Ind,227.8,8.08,1.29,0.937
,Cyg,266.0,8.77,1.65,0.063
,Cep,48.7,5.88,2.44,0.386
,Vul,126.1,6.13,0.63,1.026
,Mic,171.8,6.81,0.64,1.076
,Mic,100.6,5.2,0.19,1.104
,Cep,161.8,7.55,1.5,0.079
,Mic,218.3,5.55,-1.15,1.35
,Equ,267.4,9.4,2.26,0.396
,Del,61.1,8.17,4.24,0.62
,Cyg,65.4,10.12,6.04,0.476
,Del,800.0,8.73,-0.78,1.66
,Cyg,77.5,8.66,4.21,0.779
,Pav,390.6,7.57,-0.39,1.661
,Vul,813.0,8.19,-1.36,1.438
,Cyg,518.1,5.77,-2.8,0.554
,Aqr,471.7,8.5,0.13,1.09
,Ind,199.2,7.41,0.91,0.393
,Aqr,290.7,6.92,-0.4,1.507
,Pav,361.0,9.09,1.3,1.187
,Cyg,111.2,7.59,2.36,0.506
,Ind,393.7,9.09,1.11,0.582
,Mic,57.5,11.09,7.29,1.26
,Cyg,163.9,8.22,2.15,0.423
,Cyg,316.5,4.56,-2.94,1.569
,Mic,89.6,7.86,3.1,0.519
,Cep,33.1,10.84,8.24,1.26
,Aqr,355.9,8.11,0.35,1.058
,Ind,81.4,8.8,4.25,0.604
,Aqr,454.5,9.78,1.49,1.545
,Cap,83.6,9.41,4.8,0.642
,Equ,72.2,6.48,2.19,0.88
,Cyg,289.0,7.79,0.48,0.034
,Cap,161.3,6.54,0.5,1.28
,Vul,375.9,8.25,0.37,1.32
,Cyg,206.2,7.62,1.05,0.048
,Oct,78.7,7.12,2.64,0.351
,Cyg,169.8,8.4,2.25,0.034
,Aqr,349.7,8.31,0.59,1.24
,Cyg,137.2,7.44,1.75,0.282
,Cyg,241.0,9.02,2.11,0.233
,Cep,335.6,7.12,-0.51,1.402
,Cep,261.1,8.15,1.07,0.34
,Cyg,3.5,5.2,7.49,1.069
,Cyg,568.2,8.24,-0.53,1.731
,Cap,186.9,7.51,1.15,0.94
,Cep,344.8,8.24,0.55,0.237
,Cyg,3.5,6.05,8.33,1.309
,Aqr,140.6,7.27,1.53,0.387
,Cap,160.8,8.62,2.59,0.348
,Cyg,304.9,7.23,-0.19,0.587
,Cap,263.2,8.16,1.06,0.165
,Cep,163.7,7.71,1.64,0.11
,Equ,263.2,8.55,1.45,1.245
,Cep,32.9,8.19,5.6,0.766
,Mic,62.7,9.38,5.39,0.851
,Mic,602.4,9.06,0.16,1.16
,Cap,68.4,7.09,2.92,0.423
,Cap,427.4,8.26,0.11,1.018
,Pav,224.2,9.04,2.29,1.047
,Aqr,153.1,8.86,2.94,1.505
,Cyg,328.9,7.95,0.36,0.009
,Cap,139.9,4.49,-1.24,1.604
,Cyg,431.0,7.55,-0.62,-0.109
,Mic,156.2,10.05,4.08,0.716
,Cyg,229.4,8.58,1.78,0.193
,Ind,909.1,9.2,-0.59,1.36
,Aqr,17.6,7.12,5.9,0.901
,Del,108.5,8.16,2.98,0.455
,Cyg,408.2,7.33,-0.72,0.047
,Oct,190.1,8.47,2.08,0.379
,Mic,82.0,8.46,3.89,0.555
,Cep,157.7,9.03,3.04,0.537
,Del,226.8,9.18,2.4,0.778
,Mic,369.0,8.48,0.64,1.032
,Cyg,235.3,7.38,0.52,-0.05
,Ind,164.2,8.35,2.27,0.435
,Cap,793.7,8.35,-1.15,1.277
,Ind,164.2,8.51,2.43,0.331
,Cep,132.8,8.1,2.48,0.309
,Cyg,289.9,8.05,0.74,0.906
,Ind,53.8,8.82,5.16,0.82
,Cyg,295.9,8.87,1.52,1.094
,Cyg,110.7,7.54,2.32,0.27
,Equ,146.4,8.25,2.42,0.594
,Ind,147.5,8.89,3.05,0.343
,Cap,347.2,8.24,0.54,1.272
,Cyg,591.7,7.96,-0.9,-0.065
,Cyg,125.5,9.24,3.75,0.592
,Mic,438.6,8.94,0.73,1.002
,Aqr,212.8,6.58,-0.06,1.076
,Cap,146.0,7.29,1.47,0.2
,Mic,113.8,8.41,3.13,0.558
,Cyg,135.7,7.27,1.61,-0.05
,Pav,79.3,6.77,2.27,0.642
,Cyg,207.9,9.76,3.17,0.58
,Aqr,155.8,8.25,2.29,0.128
,Aqr,117.6,7.02,1.67,0.226
,Cyg,337.8,9.09,1.45,0.419
,Equ,228.8,7.49,0.69,0.986
,Vul,719.4,8.92,-0.36,0.221
,Cap,175.4,6.69,0.47,0.919
,Mic,86.8,9.99,5.3,0.764
,Mic,127.4,7.49,1.96,0.408
,Aqr,446.4,6.61,-1.64,1.548
,Cep,617.3,8.26,-0.69,0.8
,Del,147.7,6.27,0.42,1.008
,Ind,111.0,9.0,3.77,0.67
,Cyg,199.6,7.37,0.87,-0.013
,Cep,126.3,8.09,2.58,0.407
,Mic,348.4,7.68,-0.03,1.591
,Ind,96.0,8.88,3.97,0.52
,Del,139.3,8.28,2.56,0.353
,Ind,74.0,10.25,5.9,0.679
,Cyg,221.7,7.74,1.01,0.96
,Cep,334.4,6.88,-0.74,0.101
,Ind,68.8,8.2,4.01,0.473
,Aqr,78.6,6.86,2.38,0.21
,Aqr,47.3,7.59,4.21,0.546
,Cep,326.8,8.88,1.31,0.313
,Ind,95.5,6.45,1.55,0.245
,Cap,119.9,6.18,0.79,-0.035
,Mic,65.6,7.24,3.16,0.464
,Pav,27.4,8.55,6.36,0.84
